고유번호,구명,품계수종,수고,관리등급,위치,환경영향,전정,도로길이,구번호,전선유무,순번,품계활력,흉고지름,품계위치,수관너비,현존유무,관리기관,피해정도,주변토지사용상태,방재,관리방안,수목고유번호,차선수,보호덮개,가로명,가치등급,품계흉고,수목명,경도,위도
3040,중구,8,14,2,부일수퍼,0.00E+00, ,0.00E+00,2,1,152,8,31,6,8,0,공원녹지과,2,0, ,0.00E+00,2-금호동길-가-0152,0.00E+00,1,금호동길,0.00E+00,9,은행나무,127.010333,37.562766
3041,중구,8,16,2,코오롱빌딩,0.00E+00, ,0.00E+00,2,2,88,8,29,9,9,0,공원녹지과,2,0, ,0.00E+00,2-무교동길-가-0088,0.00E+00,1,무교동길,0.00E+00,6,은행나무,126.9791417,37.5676946
3042,중구,8,16,2,멋쟁이마을,0.00E+00, ,0.00E+00,2,1,54,8,23,6,10,0,공원녹지과,1,0, ,0.00E+00,2-금호동길-가-0054,0.00E+00,1,금호동길,0.00E+00,6,은행나무,127.0172592,37.5596572
3043,중구,8,9,2,한양공고,0.00E+00, ,0.00E+00,2,2,11,8,15,6,5,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-운동장길-가-011,0.00E+00,1,운동장길,0.00E+00,3,느티나무,127.011259,37.5660113
3044,중구,8,13,2,남산,0.00E+00, ,0.00E+00,2,2,64,6,33,9,8,0,공원녹지과,2,0, ,0.00E+00,2-소월길-가-0064,0.00E+00,1,소월길,0.00E+00,9,은행나무,126.976962,37.55576
3045,중구,8,10,1,다등빌딩,0.00E+00, ,0.00E+00,2,2,176,8,30,12,10,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-청계천로-가-0176,0.00E+00,1,청계천로,0.00E+00,6,느티나무,126.9823167,37.5686867
3046,중구,8,7,1,중림정육점,0.00E+00, ,0.00E+00,2,1,121,8,26,12,7,0,공원녹지과,2,0, ,0.00E+00,2-청파로-가-0146,0.00E+00,1,청파로,0.00E+00,6,은행나무,126.9690987,37.5578005
3047,중구,8,16,1,태평로빌딩,0.00E+00, ,0.00E+00,2,2,320,8,28,12,8,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0325,0.00E+00,1,태평로,0.00E+00,6,은행나무,126.9764054,37.5632318
3117,중구,8,17,1,장춘단길,0.00E+00, ,0.00E+00,2,1,73,8,31,9,11,0,공원녹지과,2,0, ,0.00E+00,2-장춘단길-가-0082,0.00E+00,1,장춘단길,0.00E+00,9,은행나무,127.0033616,37.5551783
3118,중구,8,19,2,신동아화재,0.00E+00, ,0.00E+00,2,2,117,8,14,9,10,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0117,0.00E+00,1,태평로,0.00E+00,3,은행나무,126.9773294,37.5644529
3119,중구,8,10,2,약수사거리,0.00E+00, ,0.00E+00,2,2,66,8,21,9,7,0,공원녹지과,2,0, ,0.00E+00,2-동호로-가-0066,0.00E+00,1,동호로,0.00E+00,6,은행나무,127.0113187,37.5542319
3120,중구,8,16,1,내외빌딩,0.00E+00, ,0.00E+00,2,2,223,8,25,12,12,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0223,0.00E+00,1,을지로,0.00E+00,6,은행나무,126.9836463,37.5661926
3121,중구,8,8,1,중앙일보사,0.00E+00, ,0.00E+00,2,2,164,8,24,12,16,0,공원녹지과,2,0, ,0.00E+00,2-서소문로-가-0166,0.00E+00,1,서소문로,0.00E+00,6,은행나무,126.9712518,37.5622306
3122,중구,8,15,1,한화종합금융,0.00E+00, ,0.00E+00,2,2,137,8,29,12,8,0,공원녹지과,2,0, ,0.00E+00,2-청계천로-가-0137,0.00E+00,1,청계천로,0.00E+00,6,은행나무,126.9864605,37.5679595
3123,중구,4,13,3,영미상가,0.00E+00, ,0.00E+00,2,2,7,8,27,6,5,0,공원녹지과,2,0, ,0.00E+00,2-마장로-가-0007,0.00E+00,1,마장로,0.00E+00,6,은행나무,127.0226393,37.5680939
3124,중구,4,18,1,삼성판매,0.00E+00, ,0.00E+00,2,1,153,8,31,12,7,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-왕십리길-가-0154,0.00E+00,1,왕십리길,0.00E+00,9,양버즘나무,127.0201644,37.5655778
3125,중구,8,5,2,행복웨딩홀,0.00E+00, ,0.00E+00,2,2,1,8,15,6,6,0,공원녹지과,0.00E+00,0,2010. 진딧물 및 흰불나방 방제,0.00E+00,2-서애길-가-0001,0.00E+00,1,서애길,0.00E+00,3,왕벚나무,126.9959959,37.5614802
3126,중구,4,3.5,1,영한빌딩,0.00E+00, ,1400,2,2,1,8,12,12,3,0,공원녹지과,2,0, ,0.00E+00,2-수표다릿길-가-0014,0.00E+00,1,수표다릿길,0.00E+00,0.00E+00,이팝나무,126.9904647,37.5623594
3127,중구,4,3.5,2,우리은행,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-00094,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9925277,37.5665774
3128,중구,8,20,1,동국대,0.00E+00, ,0.00E+00,2,2,117,8,35,12,12,0,공원녹지과,2,0, ,0.00E+00,2-홍인문로-가-0112,0.00E+00,1,홍인문로,0.00E+00,9,은행나무,127.005504,37.5602514
3129,중구,8,10,1,롯데백화점,0.00E+00, ,0.00E+00,2,2,275,8,25,12,4,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-남대문로-가-0275,0.00E+00,1,남대문로,0.00E+00,6,소나무,126.9822159,37.5646838
3130,중구,8,11,1,신한은행,0.00E+00, ,0.00E+00,2,2,401,8,25,12,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-태평로-가-0401,0.00E+00,1,태평로,0.00E+00,6,소나무,126.9747383,37.5607603
3131,중구,8,4,2,덕수궁돌담길,0.00E+00, ,0.00E+00,2,2,17,8,13,6,4,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-덕수궁길-가-0017,0.00E+00,1,덕수궁길,0.00E+00,3,느티나무,126.9752675,37.5649309
3132,중구,8,14,2,을지로입구-고가,0.00E+00, ,0.00E+00,2,2,182,8,18,12,8,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0182,0.00E+00,1,을지로,0.00E+00,3,은행나무,126.9890956,37.5663062
3133,중구,4,24,2,삼도빌딩,0.00E+00, ,0.00E+00,2,2,80,8,30,12,10,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-의주로-가-0083,0.00E+00,1,의주로,0.00E+00,6,양버즘나무,126.9689426,37.5632909
3134,중구,8,12,1,재능빌딩,0.00E+00, ,0.00E+00,2,2,304,8,30,12,6,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-을지로-가-0304,0.00E+00,1,을지로,0.00E+00,12,소나무,126.9790168,37.5655065
3135,중구,8,14,1,동대문운동장,0.00E+00, ,0.00E+00,2,2,224,8,25,12,6,0,공원녹지과,2,0, ,0.00E+00,2-홍인문로-가-0220,0.00E+00,1,홍인문로,0.00E+00,6,은행나무,127.0077282,37.5652918
3136,중구,8,9,2,송도병원,0.00E+00, ,0.00E+00,2,2,504,8,15,9,5,0,공원녹지과,2,0, ,0.00E+00,2-다산로-가-0505,0.00E+00,2,다산로,0.00E+00,3,은행나무,127.0077908,37.5513284
3390,중구,4,8,2,신당빌딩,0.00E+00, ,0.00E+00,2,2,322,8,20,12,6,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0328,0.00E+00,1,다산로,0.00E+00,6,소나무,127.015259,37.5625265
3391,중구,8,10,2,명신의원,0.00E+00, ,0.00E+00,2,2,74,8,25,9,8,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0074,0.00E+00,1,다산로,0.00E+00,6,소나무,127.0085423,37.5516684
4022,중구,8,14,2,남대문시장,0.00E+00, ,0.00E+00,2,2,103,8,20,12,5,0,공원녹지과,2,0, ,0.00E+00,2-남대문로-가-0103,0.00E+00,2,남대문로,0.00E+00,3,은행나무,126.979544,37.5611878
4025,중구,8,14,1,약수역,0.00E+00, ,0.00E+00,2,2,172,8,24,12,8,0,공원녹지과,2,0, ,0.00E+00,2-동호로-가-0172,0.00E+00,1,동호로,0.00E+00,6,은행나무,127.0094409,37.5560907
4026,중구,8,8,2, ,0.00E+00, ,0.00E+00,2,2,197,8,15,9,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-동호로-가-0235,0.00E+00,1,동호로,0.00E+00,6,느티나무,127.0126339,37.5521574
4027,중구,8,13,1,삼성생명,0.00E+00, ,0.00E+00,2,1,378,8,31,12,8,0,공원녹지과,2,0, ,0.00E+00,2-태평로-가-0383,0.00E+00,1,태평로,0.00E+00,9,은행나무,126.9756939,37.5613155
4028,중구,8,17,2,보영약국,0.00E+00, ,0.00E+00,2,2,290,8,21,6,6,0,공원녹지과,1,0, ,0.00E+00,2-마른내길-가-0290,0.00E+00,1,마른내길,0.00E+00,6,은행나무,127.0032043,37.564619
4029,중구,8,23,1,신한은행,0.00E+00, ,0.00E+00,2,2,191,8,41,12,12,0,공원녹지과,2,0, ,0.00E+00,2-서소문로-가-0193,0.00E+00,1,서소문로,0.00E+00,12,은행나무,126.9730367,37.5627122
4030,중구,4,3.5,2, ,0.00E+00, ,1150,2,2,1,8,12,9,3,0,공원녹지과,0.00E+00,0, ,0.00E+00,2-돈화문로-가-000112,0.00E+00,1,돈화문로,0.00E+00,6,이팝나무,126.9927366,37.5649545
4031,중구,4,18,2, ,0.00E+00, ,0.00E+00,2,2,184,8,24,12,10,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-왕십리길-가-0198,0.00E+00,2,왕십리길,0.00E+00,6,양버즘나무,127.0256342,37.5649601
4032,중구,4,6,1, ,0.00E+00, ,0.00E+00,2,2,43,8,20,12,6,0,공원녹지과,2,0,2010. 진딧물 방제,0.00E+00,2-청계천로-가-0063,0.00E+00,1,청계천로,0.00E+00,12,느티나무,126.9968343,37.5685502
4033,중구,8,15,1,중앙일보사,0.00E+00, ,0.00E+00,2,2,161,8,30,12,16,0,공원녹지과,2,0, ,0.00E+00,2-서소문로-가-0163,0.00E+00,1,서소문로,0.00E+00,6,은행나무,126.9708205,37.5621307
4034,중구,8,8,2,남산,0.00E+00, ,0.00E+00,2,2,155,8,15,9,3,0,공원녹지과,2,0, ,0.00E+00,2-소파길-가-0155,0.00E+00,1,소파길,0.00E+00,3,은행나무,126.9777934,37.556014
4035,중구,4,6,3, ,0.00E+00, ,0.00E+00,2,2,355,8,20,6,6,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0364,0.00E+00,1,다산로,0.00E+00,6,소나무,127.0131461,37.5589388
4036,중구,4,8,2, ,0.00E+00, ,0.00E+00,2,2,330,8,20,12,6,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0330,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0149631,37.5620235
4037,중구,8,10,2, ,0.00E+00, ,0.00E+00,2,2,422,8,20,12,5,0,공원녹지과,2,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0422,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0100301,37.5535565
4038,중구,8,8,2,정외과의원,0.00E+00, ,0.00E+00,2,2,313,6,20,12,4,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0319,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0158341,37.5637286
4039,중구,8,10,2,명신의원,0.00E+00, ,0.00E+00,2,2,127,8,20,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0127,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0102099,37.5533266
4040,중구,4,6,3, ,0.00E+00, ,0.00E+00,2,2,355,8,20,6,6,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0388,0.00E+00,1,다산로,0.00E+00,6,소나무,127.0118766,37.556767
4041,중구,8,8,2,농협,0.00E+00, ,0.00E+00,2,2,229,8,20,12,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0229,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0158687,37.563136
4042,중구,8,8,2,흥인초교,0.00E+00, ,0.00E+00,2,2,203,8,20,12,6,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0203,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0142926,37.5604882
4043,중구,4,8,1,하이마트,0.00E+00, ,0.00E+00,2,2,208,8,20,12,10,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0208,0.00E+00,2,다산로,0.00E+00,12,소나무,127.0145891,37.5609871
3201,중구,8,10,2, ,0.00E+00, ,0.00E+00,2,2,115,8,20,6,4,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-중림동길-가-0115,0.00E+00,1,중림동길,0.00E+00,3,소나무,126.9675965,37.5577208
3202,중구,8,10,2, ,0.00E+00, ,0.00E+00,2,2,116,8,20,6,4,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-중림동길-가-0116,0.00E+00,1,중림동길,0.00E+00,3,소나무,126.9676629,37.5576833
3224,중구,8,15,2,경찰서,0.00E+00, ,0.00E+00,2,2,96,8,24,9,7,0,공원녹지과,2,0, ,0.00E+00,2-마장로-가-0096,0.00E+00,1,마장로,0.00E+00,6,은행나무,127.0127764,37.5680508
3225,중구,8,14,2,남대문시장,0.00E+00, ,0.00E+00,2,2,253,6,28,12,6,0,공원녹지과,2,0, ,0.00E+00,2-퇴계로-가-0253,0.00E+00,2,퇴계로,0.00E+00,6,은행나무,126.9783314,37.5588422
3223,중구,8,10,1,신한은행,0.00E+00, ,0.00E+00,2,2,399,8,25,12,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-태평로-가-0399,0.00E+00,1,태평로,0.00E+00,6,소나무,126.974855,37.5607426
3226,중구,8,15,1,서울역,0.00E+00, ,0.00E+00,2,2,21,8,23,12,8,0,공원녹지과,2,0, ,0.00E+00,2-청파로-가-0043,0.00E+00,1,청파로,0.00E+00,6,은행나무,126.9695069,37.557955
3227,중구,8,22,1,한국은행,0.00E+00, ,0.00E+00,2,2,350,8,35,12,8,0,공원녹지과,2,0, ,0.00E+00,2-남대문로-가-0332,0.00E+00,1,남대문로,0.00E+00,9,은행나무,126.977379,37.5610232
3228,중구,4,8,3,축협,0.00E+00, ,0.00E+00,2,1,41,8,32,6,6,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-중림동길-가-0041,0.00E+00,1,중림동길,0.00E+00,3,양버즘나무,126.9654949,37.5589612
3229,중구,8,18,2,외환은행,0.00E+00, ,0.00E+00,2,2,342,8,10,12,13,0,공원녹지과,2,0, ,0.00E+00,2-을지로-가-0342,0.00E+00,2,을지로,0.00E+00,3,은행나무,126.9842448,37.5657481
3230,중구,4,11,3,영미상가,0.00E+00, ,0.00E+00,2,2,11,8,23,6,5,0,공원녹지과,2,0, ,0.00E+00,2-마장로-가-0011,0.00E+00,1,마장로,0.00E+00,6,은행나무,127.0221994,37.5681621
3231,중구,4,10,1, ,0.00E+00, ,0.00E+00,2,1,122,8,25,12,6,0,공원녹지과,2,0,2010.흡즙성해충종합방제,0.00E+00,2-왕십리길-가-00122,0.00E+00,2,왕십리길,0.00E+00,9,소나무,127.0129685,37.5649028
3232,중구,8,5,3,덕수궁돌담길,0.00E+00, ,0.00E+00,2,2,30,4,16,6,3,0,공원녹지과,1,0,2010. 진딧물 방제,0.00E+00,2-덕수궁길-가-0030,0.00E+00,1,덕수궁길,0.00E+00,3,느티나무,126.974581,37.5648633
3233,중구,8,10,2,마른내길,0.00E+00, ,0.00E+00,2,1,227,8,26,6,8,0,공원녹지과,2,0, ,0.00E+00,2-마른내길-가-0227,0.00E+00,1,마른내길,0.00E+00,6,은행나무,126.9945711,37.5642447
3234,중구,4,9,3,축협,0.00E+00, ,0.00E+00,2,1,48,8,31,6,5,0,공원녹지과,2,0,2010. 방패벌레 수간주사 및 흰불나방 지상방제,0.00E+00,2-중림동길-가-0048,0.00E+00,1,중림동길,0.00E+00,6,양버즘나무,126.9649807,37.5590716
3235,중구,8,16,1,모토뱅크,0.00E+00, ,0.00E+00,2,2,139,8,29,12,9,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0139,0.00E+00,1,훈련원로,0.00E+00,6,은행나무,127.0026745,37.5641911
3236,중구,8,13,1,검도용품,0.00E+00, ,0.00E+00,2,2,65,8,24,12,4,0,공원녹지과,2,0, ,0.00E+00,2-홍인문로-가-0060,0.00E+00,1,홍인문로,0.00E+00,6,은행나무,127.0071635,37.5647418
3237,중구,8,10,3, ,0.00E+00, ,0.00E+00,2,2,60,8,20,6,4,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-중림동길-가-0060,0.00E+00,1,중림동길,0.00E+00,6,소나무,126.9629762,37.5590495
3238,중구,8,10,3,충장로이용원,0.00E+00, ,0.00E+00,2,2,60,8,20,6,4,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-중림동길-가-0060,0.00E+00,1,중림동길,0.00E+00,6,소나무,126.9629762,37.5590495
3239,중구,8,10,3,충장로이용원,0.00E+00, ,0.00E+00,2,2,60,8,20,6,4,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-중림동길-가-0060,0.00E+00,1,중림동길,0.00E+00,6,소나무,126.9629762,37.5590495
3240,중구,8,10,3,충장로이용원,0.00E+00, ,0.00E+00,2,2,60,8,20,6,4,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-중림동길-가-0060,0.00E+00,1,중림동길,0.00E+00,6,소나무,126.9629762,37.5590495
3241,중구,8,10,3,충장로이용원,0.00E+00, ,0.00E+00,2,2,60,8,20,6,4,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-중림동길-가-0060,0.00E+00,1,중림동길,0.00E+00,6,소나무,126.9629762,37.5590495
3242,중구,8,10,2, ,0.00E+00, ,0.00E+00,2,1,17,8,20,6,4,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-만리재길-가-0017,0.00E+00,1,만리재길,0.00E+00,6,소나무,126.9683348,37.5561821
3243,중구,8,10,3,충장로이용원,0.00E+00, ,0.00E+00,2,2,60,8,20,6,4,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-중림동길-가-0060,0.00E+00,1,중림동길,0.00E+00,6,소나무,126.9632032,37.5590496
3499,중구,8,18,1,창신비니루,0.00E+00, ,0.00E+00,2,2,262,8,28,12,10,0,공원녹지과,2,0, ,0.00E+00,2-훈련원로-가-0264,0.00E+00,1,훈련원로,0.00E+00,6,은행나무,127.0023347,37.5639484
3308,중구,8,8,2,농협,0.00E+00, ,0.00E+00,2,2,234,8,20,12,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0235,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0160718,37.5637104
3309,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,14,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0014,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0218377,37.5716489
3310,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,15,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0015,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0217303,37.571655
3311,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,23,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0023,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0203348,37.5714172
3312,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,25,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0025,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0201815,37.571344
3313,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,26,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0026,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0201124,37.5713135
3314,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,27,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0027,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0200358,37.5712769
3315,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,28,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0028,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0199591,37.5712342
3316,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,32,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0032,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.019614,37.5710817
3317,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,33,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0033,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0195297,37.5710451
3318,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,34,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0034,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0194376,37.5710085
3319,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,62,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0062,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0163245,37.5696725
3320,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,69,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0069,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0167078,37.5696907
3321,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,70,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0070,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0166311,37.5696724
3322,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,71,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0071,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0165545,37.5696419
3323,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,72,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0072,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0164701,37.5696236
3324,중구,4,10,2,황학동 롯데캐슬,0.00E+00, ,0.00E+00,2,2,72,8,25,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-청계천로-가-0072,0.00E+00,1,청계천로,0.00E+00,6,소나무,127.0164701,37.5696236
3325,중구,4,6,3, ,0.00E+00, ,0.00E+00,2,2,355,8,20,6,6,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0393,0.00E+00,1,다산로,0.00E+00,6,소나무,127.0116899,37.5564111
3326,중구,8,0.00E+00,2, ,0.00E+00, ,0.00E+00,2,2,419,8,20,12,7,0,공원녹지과,1,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0419,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0101784,37.5537942
3327,중구,4,6,3,우리은행,0.00E+00, ,0.00E+00,2,2,355,8,20,6,6,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0366,0.00E+00,1,다산로,0.00E+00,6,소나무,127.0130458,37.5587832
3392,중구,4,8,2, ,0.00E+00, ,0.00E+00,2,2,347,8,20,6,6,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0354,0.00E+00,1,다산로,0.00E+00,9,소나무,127.0141826,37.5606958
3393,중구,4,6,3, ,0.00E+00, ,0.00E+00,2,2,355,8,20,6,6,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0377,0.00E+00,1,다산로,0.00E+00,6,소나무,127.0124236,37.5576701
3394,중구,8,10,2,명신의원,0.00E+00, ,0.00E+00,2,2,124,8,20,9,5,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0124,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0100182,37.5529705
3395,중구,4,8,2, ,0.00E+00, ,0.00E+00,2,2,350,8,20,6,6,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0356,0.00E+00,1,다산로,0.00E+00,9,소나무,127.0140752,37.5605371
3396,중구,8,9,2,명신의원,0.00E+00, ,0.00E+00,2,2,110,8,20,9,3,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0110,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0089423,37.5521843
3397,중구,8,10,2,명신의원,0.00E+00, ,0.00E+00,2,2,67,8,25,9,8,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0067,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0083869,37.5514332
3398,중구,4,8,3,청구역,0.00E+00, ,0.00E+00,2,2,194,8,20,6,6,0,공원녹지과,0.00E+00,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0194,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0137744,37.5595738
3399,중구,8,7,2, ,0.00E+00, ,0.00E+00,2,2,432,8,14,12,6,0,공원녹지과,2,0,2010. 흡즙성및천공성 해충종합방제,0.00E+00,2-다산로-가-0432,0.00E+00,1,다산로,0.00E+00,3,소나무,127.0095356,37.5528174
