고유번호,구명,품계수종,수고,관리등급,위치,구번호,전선유무,순번,품계활력,흉고지름,품계위치,수관너비,관리기관,수목고유번호,보호덮개,가로명,품계흉고,수목명,경도,위도,피해정도
5074,중구,8,12,2,신한은행,2,2,29,8,19,12,10,공원녹지과,2-명동길-가-0029,1,명동길,3,느티나무,126.9869798,37.5644709,2
5075,중구,8,10,2,신한은행,2,1,392,8,25,12,5,공원녹지과,2-태평로-가-0392,2,태평로,3,소나무,126.975545,37.5609584,0.00E+00
5076,중구,4,20,2,청구역,2,1,205,8,30,9,10,공원녹지과,2-금호동길-가-0205,2,금호동길,6,양버즘나무,127.0148673,37.5597905,2
5077,중구,8,10,2,한국은행,2,2,22,8,20,12,8,공원녹지과,2-태평로-가-0022,2,태평로,3,느티나무,126.9762882,37.5614024,2
5078,중구,8,14,1,신한은행,2,2,26,8,24,12,14,공원녹지과,2-명동길-가-0026,1,명동길,6,느티나무,126.9862742,37.5640437,2
5079,중구,4,10,2,포스코,2,2,24,8,25,9,5,공원녹지과,2-칠패길-가-0024,1,칠패길,6,소나무,126.9727484,37.5597629,0.00E+00
2740,중구,4,12,1,중구청,2,2,28,8,15,9,8,공원녹지과,2-배오개길-가-0028,1,배오개길,12,은행나무,126.9984158,37.5645655,2
2737,중구,8,17,2,예원학교,2,2,104,8,25,6,9,공원녹지과,2-덕수궁길-가-0103,1,덕수궁길,6,은행나무,126.9711999,37.5665401,2
2741,중구,8,5,2,서울역,2,2,162,8,20,12,4,공원녹지과,2-의주로-가-0162,2,의주로,3,은행나무,126.9716531,37.558211,2
2742,중구,8,21,2,이화여고,2,2,175,8,31,6,16,공원녹지과,2-덕수궁길-가-0175,1,덕수궁길,9,은행나무,126.9710647,37.5664926,2
2743,중구,8,25,1,한국은행,2,2,57,8,38,9,13,공원녹지과,2-소공길-가-0057,1,소공길,9,은행나무,126.9805792,37.5625979,2
2744,중구,8,21,1,조흥은행,2,2,46,8,35,9,10,공원녹지과,2-무교동길-가-0046,1,무교동길,9,은행나무,126.9793627,37.5688376,2
2745,중구,4,19,2,삼성판매,2,2,157,8,25,12,6,공원녹지과,2-왕십리길-가-0158,1,왕십리길,6,양버즘나무,127.0205361,37.5655863,2
2746,중구,4,4,1, ,2,2,1,8,12,12,3,공원녹지과,2-수표다릿길-가-000152,1,수표다릿길,0,이팝나무,126.9903936,37.5619772,2
2747,중구,4,10,2,포스코,2,2,33,8,25,9,5,공원녹지과,2-칠패길-가-0033,1,칠패길,9,소나무,126.9718966,37.5596931,0.00E+00
2748,중구,8,13,2,한화빌딩,2,2,83,8,18,9,8,공원녹지과,2-태평로-가-0083,1,태평로,3,은행나무,126.9784114,37.5638982,2
2749,중구,4,6,2,성동기계공고,2,2,77,8,15,12,6,공원녹지과,2-왕십리길-가-0091,1,왕십리길,6,회화나무,127.0111719,37.5650726,2
2750,중구,8,17,1,순화빌딩,2,2,66,8,21,12,9,공원녹지과,2-서소문로-가-0067,1,서소문로,6,은행나무,126.9712622,37.5625023,2
2751,중구,8,20,2,금호의원,2,1,127,8,17,12,10,공원녹지과,2-왕십리길-가-0128,1,왕십리길,3,은행나무,127.0171378,37.5653763,2
2752,중구,8,13,1,서울역,2,2,169,8,24,12,7,공원녹지과,2-의주로-가-0169,1,의주로,6,은행나무,126.9714524,37.5579988,2
2753,중구,8,8,1,삼각동,2,2,146,8,15,12,6,공원녹지과,2-청계천로-가-0146,1,청계천로,9,회화나무,126.9852994,37.568243,2
2754,중구,8,16,1,중앙일보,2,2,57,8,30,12,7,공원녹지과,2-의주로-가-0057,1,의주로,6,은행나무,126.9703342,37.5613922,2
2755,중구,8,16,1,기업은행,2,2,202,8,23,12,6,공원녹지과,2-을지로-가-0202,1,을지로,6,은행나무,126.9866381,37.5662235,2
2756,중구,8,23,1,창신비니루,2,2,234,8,48,12,9,공원녹지과,2-훈련원로-가-0236,1,훈련원로,12,은행나무,127.0021384,37.5664065,2
2757,중구,4,4,2, ,2,2,1,8,12,9,3,공원녹지과,2-돈화문로-가-000140,1,돈화문로,6,이팝나무,126.9929856,37.5628156,0.00E+00
2758,중구,8,15,2,태평로빌딩,2,2,337,0,28,12,9,공원녹지과,2-태평로-가-0342,1,태평로,6,은행나무,126.9761955,37.5627652,2
2782,중구,8,15,2,OTPIA,2,1,55,8,25,6,7,공원녹지과,2-마른내길-가-0055,1,마른내길,6,은행나무,126.9995039,37.5644961,2
2783,중구,4,4,2, ,2,2,1,8,12,9,3,공원녹지과,2-돈화문로-가-00070,1,돈화문로,6,이팝나무,126.9925935,37.5676069,0.00E+00
4904,중구,8,20,2,골드상호금고,2,2,188,8,24,6,6,공원녹지과,2-마른내길-가-0188,1,마른내길,6,은행나무,126.9913946,37.564422,2
4905,중구,4,4,2, ,2,2,1,8,12,9,3,공원녹지과,2-돈화문로-가-00061,1,돈화문로,6,이팝나무,126.9927583,37.5661557,0.00E+00
4906,중구,4,26,1,삼도빌딩,2,2,111,8,60,12,7,공원녹지과,2-의주로-가-0114,1,의주로,12,양버즘나무,126.9674572,37.5653141,2
4907,중구,4,23,2,을지로입구-고가,2,2,184,8,28,12,12,공원녹지과,2-을지로-가-0184,1,을지로,6,양버즘나무,126.9888955,37.5662953,2
4908,중구,8,8,1,시장,2,2,44,8,21,12,7,공원녹지과,2-왕십리길-가-0044,1,왕십리길,6,은행나무,127.017924,37.5656477,2
4909,중구,8,13,1,남산육교,2,2,268,8,36,12,10,공원녹지과,2-퇴계로-가-0268,1,퇴계로,9,소나무,126.9749653,37.5567439,2
4910,중구,8,10,1,농협,2,2,37,8,23,12,7,공원녹지과,2-새문안길-가-0037,1,새문안길,6,은행나무,126.9671472,37.5658294,2
4911,중구,4,10,2,양동지구 삼성타워펠리스,2,2,38,8,25,9,5,공원녹지과,2-후암동길-가-0038,1,후암동길,6,소나무,126.975823,37.5534815,0.00E+00
4912,중구,8,20,1,한국은행,2,2,335,8,30,12,8,공원녹지과,2-남대문로-가-0317,1,남대문로,6,은행나무,126.9786625,37.5612767,2
4913,중구,8,18,2,소머리국밥집,2,1,278,8,24,6,8,공원녹지과,2-마른내길-가-0278,1,마른내길,6,은행나무,127.0012556,37.5644938,2
4914,중구,8,18,2,정동아파트,2,2,125,8,28,6,10,공원녹지과,2-덕수궁길-가-0125,1,덕수궁길,6,은행나무,126.9700536,37.5673445,2
4915,중구,8,17,2,하나아트나염,2,1,102,8,32,6,9,공원녹지과,2-금호동길-가-0102,1,금호동길,9,은행나무,127.011065,37.5612393,2
4916,중구,8,7,2,삼성APT,2,2,264,8,18,6,4,공원녹지과,2-금호동길-가-0264,1,금호동길,3,은행나무,127.0178114,37.5599433,2
4917,중구,8,21,1,서소문로,2,2,206,8,33,12,10,공원녹지과,2-서소문로-가-0208,1,서소문로,9,은행나무,126.974631,37.5631857,2
4918,중구,4,10,3,영미상가,2,1,29,8,26,6,4,공원녹지과,2-마장로-가-0029,1,마장로,6,은행나무,127.0201127,37.5684015,1
4919,중구,8,14,2,흥인사거리,2,2,200,8,26,9,5,공원녹지과,2-마장로-가-0200,1,마장로,6,은행나무,127.0152203,37.5678985,2
4920,중구,8,11,1,길도빌딩,2,2,13,8,23,12,7,공원녹지과,2-새문안길-가-0013,1,새문안길,6,은행나무,126.9687459,37.5676657,2
4922,중구,4,10,2,황학동 롯데캐슬,2,2,5,8,25,9,5,공원녹지과,2-청계천로-가-0005,1,청계천로,6,소나무,127.0227335,37.5716609,0.00E+00
5336,중구,8,8,2,남산,2,2,34,8,20,9,8,공원녹지과,2-소파길-가-0034,1,소파길,3,은행나무,126.9861166,37.5572579,2
5337,중구,8,19,1,방산시장,2,2,220,8,22,12,8,공원녹지과,2-훈련원로-가-0222,1,훈련원로,6,은행나무,127.0020087,37.5681719,2
5338,중구,8,22,1,제일상호금고,2,1,135,8,30,12,13,공원녹지과,2-홍인문로-가-0130,1,홍인문로,6,은행나무,127.0057272,37.5600882,2
5339,중구,8,9,2,남산,2,2,156,8,16,9,4,공원녹지과,2-소파길-가-0156,1,소파길,3,은행나무,126.9778868,37.5560237,2
5340,중구,8,18,2,보영약국,2,1,16,8,28,6,8,공원녹지과,2-마른내길-가-0016,2,마른내길,6,은행나무,127.0039217,37.5647892,2
4994,중구,8,15,1,서울역 앞,2,2,401,8,35,12,6,공원녹지과,2-태평로-가-0401,0,태평로,9,소나무,126.9724306,37.555783,0.00E+00
4995,중구,8,17,1,신흥빌딩,2,2,72,8,40,12,7,공원녹지과,2-청파로-가-0095,1,청파로,9,은행나무,126.96824,37.5602704,2
4996,중구,8,23,1,남대문시장,2,2,262,8,25,12,6,공원녹지과,2-퇴계로-가-0262,1,퇴계로,6,은행나무,126.9770536,37.5578399,2
4997,중구,8,16,2,경찰서,2,2,77,8,25,9,7,공원녹지과,2-마장로-가-0077,1,마장로,6,은행나무,127.0141209,37.5681163,2
4998,중구,8,17,2,골드상호금고,2,1,185,8,35,6,10,공원녹지과,2-마른내길-가-0185,1,마른내길,9,은행나무,126.99117,37.5645135,1
4999,중구,8,7,2,중림정육점,2,1,106,8,16,12,7,공원녹지과,2-청파로-가-0131,2,청파로,3,은행나무,126.9691462,37.5587449,2
5000,중구,8,13,1,약수역,2,2,180,8,24,12,8,공원녹지과,2-동호로-가-0180,1,동호로,6,은행나무,127.0097993,37.5556272,2
5001,중구,8,23,2,보영약국,2,1,27,8,39,6,12,공원녹지과,2-마른내길-가-0027,2,마른내길,9,은행나무,127.0029506,37.5647217,2
5002,중구,8,8,2,상공회의소,2,2,429,8,25,6,6,공원녹지과,2-태평로-가-0434,1,태평로,3,소나무,126.9746358,37.5604013,0.00E+00
5003,중구,8,10,1,회현구역 2-3지구,2,2,13,8,20,12,5,공원녹지과,2-반포로-가-0013,2,반포로,6,소나무,126.9828224,37.5591917,0.00E+00
5004,중구,8,10,2,흥인덕운재개발 현장,2,2,156,8,20,6,8,공원녹지과,2-마장로-가-0156,1,마장로,6,소나무,127.0105576,37.5684924,0.00E+00
5005,중구,8,14,2,혜양헬리시움,2,1,112,8,25,9,7,공원녹지과,2-마장로-가-0112,1,마장로,6,은행나무,127.0123737,37.5687279,2
5006,중구,8,10,2,흥인덕운재개발 현장,2,2,157,8,20,6,8,공원녹지과,2-마장로-가-0157,1,마장로,6,소나무,127.0104994,37.5685135,0.00E+00
5007,중구,8,8,1,우리은행,2,2,361,8,25,12,5,공원녹지과,2-퇴계로-가-00361,1,퇴계로,6,소나무,126.9821251,37.5597501,0.00E+00
5205,중구,8,10,2,롯데백화점,2,2,282,8,25,12,4,공원녹지과,2-남대문로-가-0282,1,남대문로,3,소나무,126.982041,37.5641321,0.00E+00
5206,중구,8,7,2,삼성APT,2,2,230,8,15,6,3,공원녹지과,2-금호동길-가-0230,1,금호동길,3,은행나무,127.0165004,37.5582891,2
5207,중구,0,0,0, , ,0,0,0,25,0,0,공원녹지과,2-의주로-가-0065,0,의주로,0,은행나무,126.9697792,37.5622094,0.00E+00
5208,중구,8,17,1,태평로빌딩,2,2,335,8,29,12,9,공원녹지과,2-태평로-가-0340,1,태평로,6,은행나무,126.9762154,37.5628149,2
5209,중구,8,15,2,남산육교,2,2,96,4,30,9,8,공원녹지과,2-소월길-가-0096,1,소월길,6,은행나무,126.9762056,37.5582717,1
5210,중구,8,8,1,다등빌딩,2,2,178,8,28,12,8,공원녹지과,2-청계천로-가-0178,1,청계천로,6,느티나무,126.9822583,37.5686892,2
5211,중구,4,23,1,기업은행,2,2,25,8,31,12,4,공원녹지과,2-왕십리길-가-0025,1,왕십리길,9,양버즘나무,127.0202526,37.5657671,2
5213,중구,8,14,2,OTPIA,2,1,57,8,21,6,6,공원녹지과,2-마른내길-가-0057,1,마른내길,6,은행나무,126.9993168,37.5644812,2
5080,중구,4,22,2,흥국빌딩,2,1,247,8,23,12,12,공원녹지과,2-소파길-가-0247,1,소파길,6,양버즘나무,126.9900218,37.5603411,2
5081,중구,4,19,2,청구역,2,1,207,8,21,9,8,공원녹지과,2-금호동길-가-0207,1,금호동길,6,양버즘나무,127.0151244,37.5596968,2
5082,중구,8,10,1,롯데백화점,2,2,279,8,25,12,4,공원녹지과,2-남대문로-가-0279,1,남대문로,6,소나무,126.9821009,37.5643342,0.00E+00
5083,중구,8,6,2,행복웨딩홀 주차장,2,2,9,8,15,6,5,공원녹지과,2-서애길-가-0009,1,서애길,3,왕벚나무,126.9960206,37.5611059,0.00E+00
5084,중구,8,6,2,행복웨딩홀 주차장,2,2,10,8,15,6,5,공원녹지과,2-서애길-가-0010,1,서애길,3,왕벚나무,126.9960217,37.5610597,0.00E+00
5085,중구,8,6,2,행복웨딩홀 주차장,2,2,11,8,15,6,5,공원녹지과,2-서애길-가-0011,1,서애길,3,왕벚나무,126.996019,37.5610121,0.00E+00
5086,중구,8,6,2,구립경로당,2,2,207,8,15,6,5,공원녹지과,2-서애길-가-0207,1,서애길,3,왕벚나무,126.9961691,37.5604459,0.00E+00
5087,중구,8,6,2,행복웨딩홀 주차장,2,2,13,8,15,6,5,공원녹지과,2-서애길-가-0013,1,서애길,3,왕벚나무,126.9960158,37.5609089,0.00E+00
5088,중구,8,6,2, ,2,2,214,8,15,6,5,공원녹지과,2-서애길-가-0214,1,서애길,3,왕벚나무,126.9961239,37.5608921,0.00E+00
5089,중구,8,6,2, ,2,2,215,8,15,6,6,공원녹지과,2-서애길-가-0215,1,서애길,3,왕벚나무,126.9961402,37.5609455,0.00E+00
5090,중구,8,6,2, ,2,2,217,8,15,6,6,공원녹지과,2-서애길-가-0217,1,서애길,3,왕벚나무,126.9961269,37.5610783,0.00E+00
5091,중구,8,6,2, ,2,2,218,8,15,6,5,공원녹지과,2-서애길-가-0218,1,서애길,3,왕벚나무,126.9961165,37.5611327,0.00E+00
5092,중구,8,6,2, ,2,2,219,8,15,6,5,공원녹지과,2-서애길-가-0219,1,서애길,6,왕벚나무,126.9961142,37.5611904,0.00E+00
5093,중구,8,10,2,중림삼성아파트,2,2,97,8,20,6,4,공원녹지과,2-중림동길-가-0097,1,중림동길,3,소나무,126.9662808,37.5584633,0.00E+00
5094,중구,8,10,2,중림삼성아파트,2,2,76,8,20,6,4,공원녹지과,2-중림동길-가-0076,1,중림동길,3,소나무,126.9645609,37.5590294,0.00E+00
5314,중구,4,8,2,문화일보,2,2,19,8,15,12,4,공원녹지과,2-새문안길-가-0019,1,새문안길,6,소나무,126.9683614,37.5672827,0.00E+00
5315,중구,4,8,2,문화일보,2,2,20,8,15,12,4,공원녹지과,2-새문안길-가-0020,1,새문안길,6,소나무,126.9683219,37.5672397,0.00E+00
5316,중구,4,8,2,문화일보,2,2,21,8,15,12,4,공원녹지과,2-새문안길-가-0021,1,새문안길,6,소나무,126.9682788,37.5671997,0.00E+00
5317,중구,8,9,1,농협,2,2,26,8,20,12,5,공원녹지과,2-새문안길-가-0026,1,새문안길,6,소나무,126.9678638,37.5668184,0.00E+00
5318,중구,8,9,1,농협,2,2,25,8,20,12,5,공원녹지과,2-새문안길-가-0025,1,새문안길,6,소나무,126.9679213,37.566867,0.00E+00
5617,중구,8,22,1,배재빌딩,2,2,32,8,30,12,14,공원녹지과,2-서소문로-가-0033,1,서소문로,6,은행나무,126.9735812,37.5630409,2
5618,중구,4,10,1,동대후문입구,2,2,496,8,25,12,5,공원녹지과,2-퇴계로-가-0496,1,퇴계로,9,소나무,127.0019156,37.5629139,0.00E+00
5619,중구,8,13,2,동대문운동장,2,2,502,8,16,12,7,공원녹지과,2-을지로-가-0502,1,을지로,3,은행나무,127.0099598,37.5652518,2
5620,중구,8,18,2,하나아트나염,2,1,97,8,30,6,9,공원녹지과,2-금호동길-가-0097,1,금호동길,6,은행나무,127.0115109,37.5610699,2
5621,중구,8,15,1,중앙일보,2,2,56,8,31,12,8,공원녹지과,2-의주로-가-0056,1,의주로,9,은행나무,126.970364,37.5613484,2
5622,중구,8,20,2,서울특별시별관,2,2,266,8,25,3,15,공원녹지과,2-덕수궁길-가-0262,1,덕수궁길,6,은행나무,126.9750119,37.5647539,2
5623,중구,8,12,1,저동빌딩,2,1,178,8,26,12,6,공원녹지과,2-마른내길-가-0178,1,마른내길,6,은행나무,126.9898628,37.564786,2
5624,중구,8,16,2,장충단길,2,1,128,8,23,9,7,공원녹지과,2-장춘단길-가-0137,1,장춘단길,6,은행나무,127.0011112,37.5517443,2
5625,중구,8,10,2,중구청우리은행출장소,2,1,246,8,25,6,5,공원녹지과,2-마른내길-가-0246,1,마른내길,9,소나무,126.997793,37.5642637,0.00E+00
5626,중구,8,9,2,한양공고,2,2,2,8,15,6,5,공원녹지과,2-운동장길-가-02,1,운동장길,3,느티나무,127.0103251,37.5657515,2
5627,중구,8,14,2,흥인사거리,2,2,195,8,22,9,6,공원녹지과,2-마장로-가-0195,1,마장로,6,은행나무,127.0150065,37.5679074,2
5628,중구,8,15,3,서울특별시별관,2,2,286,8,14,3,18,공원녹지과,2-덕수궁길-가-0282,1,덕수궁길,3,느티나무,126.9759234,37.5648507,2
5629,중구,8,13,1,배원식한의원,2,2,3,8,21,12,7,공원녹지과,2-반포로-가-0003,2,반포로,6,은행나무,126.9830511,37.5586776,1
5630,중구,4,13,1,길도빌딩,2,2,11,8,34,12,9,공원녹지과,2-새문안길-가-0011,1,새문안길,9,양버즘나무,126.9688687,37.5677811,2
5473,중구,8,12,1,한국프뢰벨,2,2,89,8,24,12,6,공원녹지과,2-동호로-가-0089,1,동호로,6,은행나무,127.009694,37.5563171,2
5474,중구,8,12,1,영원무역,2,1,92,8,31,9,8,공원녹지과,2-만리재길-가-0092,1,만리재길,9,은행나무,126.9627049,37.5518532,2
5475,중구,8,13,2,광신교효,2,2,71,6,19,12,7,공원녹지과,2-훈련원로-가-0071,1,훈련원로,3,은행나무,127.0030266,37.5606387,1
5476,중구,8,15,2,조이마트,2,1,128,8,32,6,7,공원녹지과,2-마른내길-가-0128,1,마른내길,9,은행나무,126.9908915,37.5646943,2
5477,중구,8,11,2,대경빌딩,2,2,367,8,19,6,7,공원녹지과,2-태평로-가-0372,1,태평로,3,은행나무,126.9745518,37.5617785,2
5478,중구,8,22,1,수도밧데리,2,2,157,8,30,12,12,공원녹지과,2-훈련원로-가-0157,1,훈련원로,6,은행나무,127.0025824,37.5652598,2
5479,중구,8,16,1,현대안경,2,2,124,8,31,9,10,공원녹지과,2-소월길-가-0124,1,소월길,9,은행나무,126.9761812,37.5579316,2
5480,중구,8,15,2,남산빌딩,2,2,10,8,20,9,8,공원녹지과,2-소파길-가-0010,1,소파길,3,은행나무,126.9874956,37.5592738,2
5481,중구,8,9,2,동대문운동장,2,2,47,8,15,6,5,공원녹지과,2-운동장길-가-047,1,운동장길,3,느티나무,127.0117904,37.5663775,2
5482,중구,4,4,2, ,2,2,1,8,12,9,3,공원녹지과,2-돈화문로-가-000115,1,돈화문로,6,이팝나무,126.9927632,37.5647757,0.00E+00
5483,중구,4,4,1, ,2,2,1,8,12,12,3,공원녹지과,2-수표다릿길-가-00070,1,수표다릿길,0,이팝나무,126.9896776,37.5672626,2
5484,중구,4,4,1, ,2,2,1,8,12,12,3,공원녹지과,2-수표다릿길-가-000116,1,수표다릿길,0,이팝나무,126.989879,37.5651486,2
5485,중구,8,16,1,소피텔엠버서더,2,2,319,8,30,12,9,공원녹지과,2-훈련원로-가-0321,1,훈련원로,6,은행나무,127.0025585,37.5610827,2
5486,중구,8,12,2,장충체육관,2,2,140,8,25,9,6,공원녹지과,2-동호로-가-0140,1,동호로,6,은행나무,127.0079189,37.5580579,2
5487,중구,4,10,2,LG주유소,2,2,420,8,20,12,5,공원녹지과,2-퇴계로-가-0420,1,퇴계로,6,소나무,126.9936966,37.5610389,0.00E+00
5488,중구,8,14,2,국립의료원,2,2,94,8,20,12,8,공원녹지과,2-을지로-가-0094,1,을지로,3,은행나무,127.0044681,37.5669324,1
5489,중구,8,13,2,청구역,2,1,166,8,37,6,9,공원녹지과,2-금호동길-가-0166,1,금호동길,9,은행나무,127.0105567,37.561507,2
5490,중구,8,8,2,한림,2,2,145,8,13,12,6,공원녹지과,2-훈련원로-가-0145,1,훈련원로,3,은행나무,127.0026936,37.5643958,2
5491,중구,4,10,2,양동지구 삼성타워펠리스,2,2,45,8,25,9,5,공원녹지과,2-후암동길-가-0045,1,후암동길,6,소나무,126.9754261,37.5535105,0.00E+00
5492,중구,8,16,1,두산빌딩,2,2,249,8,30,12,12,공원녹지과,2-남대문로-가-0255,1,남대문로,6,느티나무,126.9822161,37.5667832,2
5493,중구,6,7,3,약수사거리,2,2,64,8,12,6,5,공원녹지과,2-동호로-가-0064,1,동호로,3,왕벚나무,127.0115132,37.554141,2
5494,중구,8,11,2,대경빌딩,2,2,414,8,20,6,9,공원녹지과,2-태평로-가-0419,1,태평로,3,은행나무,126.9741357,37.5609906,2
5495,중구,8,8,2,동국대,2,2,1,8,15,12,6,공원녹지과,2-장춘단길-가-0003,1,장춘단길,3,회화나무,127.0056571,37.5588703,2
5597,중구,8,10,1,롯데백화점,2,2,272,8,25,12,4,공원녹지과,2-남대문로-가-0272,1,남대문로,6,소나무,126.9822891,37.5649748,0.00E+00
5598,중구,4,4,1,유림빌딩,2,2,1,8,12,12,3,공원녹지과,2-수표다릿길-가-0024,1,수표다릿길,0,이팝나무,126.9903104,37.5635033,2
5599,중구,8,16,1,파라다이스,2,2,32,8,34,12,8,공원녹지과,2-훈련원로-가-0032,1,훈련원로,9,은행나무,127.0031207,37.5595127,2
5600,중구,8,6,1,명동역,2,2,375,8,29,12,4,공원녹지과,2-퇴계로-가-0375,1,퇴계로,6,소나무,126.9876145,37.5608942,2
5601,중구,8,18,2,장춘단길,2,1,95,8,28,9,13,공원녹지과,2-장춘단길-가-0104,1,장춘단길,6,은행나무,127.0025785,37.5538378,2
5602,중구,8,12,1,한국은행,2,2,42,8,33,9,8,공원녹지과,2-소공길-가-0042,1,소공길,9,은행나무,126.9800824,37.562976,2
5603,중구,8,8,2,동국대,2,2,1,8,15,12,6,공원녹지과,2-장춘단길-가-0014,1,장춘단길,3,회화나무,127.0054772,37.5581801,2
5604,중구,8,18,2,오장동함흥냉면,2,1,259,8,24,6,10,공원녹지과,2-마른내길-가-0259,1,마른내길,6,은행나무,126.9995253,37.5643813,2
5605,중구,8,21,2,남산,2,1,37,8,25,9,8,공원녹지과,2-소파길-가-0037,1,소파길,6,은행나무,126.9859258,37.5570687,2
5606,중구,8,6,1,명동역,2,2,375,8,29,12,4,공원녹지과,2-퇴계로-가-0375,1,퇴계로,6,소나무,126.9877207,37.5609069,2
5607,중구,8,12,1,서울역,2,2,195,8,29,12,7,공원녹지과,2-의주로-가-0195,1,의주로,6,은행나무,126.9703208,37.5608823,2
5608,중구,4,8,3,삼성APT,2,1,12,8,27,6,4,공원녹지과,2-금호동길-가-0012,1,금호동길,6,은행나무,127.0189801,37.5588897,2
5631,중구,8,15,1,한국은행,2,2,43,8,35,9,8,공원녹지과,2-소공길-가-0043,1,소공길,9,은행나무,126.9801315,37.5629272,2
5632,중구,8,18,1,쁘렝땅,2,2,72,8,30,12,10,공원녹지과,2-삼일로-가-0073,1,삼일로,6,은행나무,126.9873931,37.5672555,2
5633,중구,8,17,2,프란체스코교회,2,2,127,8,29,6,12,공원녹지과,2-덕수궁길-가-0127,1,덕수궁길,6,은행나무,126.9699742,37.5674501,2
5634,중구,4,17,1,신성당약국,2,2,326,8,34,12,9,공원녹지과,2-퇴계로-가-0326,1,퇴계로,9,양버즘나무,126.9800424,37.5593593,2
5635,중구,6,20,2,수도밧데리,2,2,159,8,25,12,12,공원녹지과,2-훈련원로-가-0159,2,훈련원로,6,가중나무,127.002601,37.5654067,2
5636,중구,8,16,1,삼성빌딩,2,2,284,8,25,12,8,공원녹지과,2-을지로-가-0284,1,을지로,6,은행나무,126.980472,37.5661293,2
5637,중구,8,10,2,남대문빌딩,2,2,8,8,15,6,6,공원녹지과,2-칠패길-가-0008,1,칠패길,3,은행나무,126.9735789,37.5599965,2
5638,중구,8,9,2,동대문운동장,2,2,46,8,15,6,5,공원녹지과,2-운동장길-가-046,1,운동장길,3,느티나무,127.0118585,37.5664132,2
5639,중구,8,5,2, ,2,2,44,8,12,6,6,공원녹지과,2-서애길-가-0044,1,서애길,3,왕벚나무,126.9958949,37.557786,0.00E+00
5641,중구,4,6,1, ,2,2,43,8,20,12,6,공원녹지과,2-청계천로-가-0075,1,청계천로,12,느티나무,126.9947693,37.5683716,2
5640,중구,8,7,2,중림정육점,2,1,116,6,20,12,6,공원녹지과,2-청파로-가-0141,1,청파로,3,은행나무,126.9692055,37.5581512,2
5642,중구,8,8,2,광도여행사,2,2,272,8,16,12,6,공원녹지과,2-을지로-가-0272,1,을지로,3,은행나무,126.9810264,37.5661282,2
5643,중구,8,19,1,신안빌딩,2,2,299,8,27,12,10,공원녹지과,2-훈련원로-가-0301,1,훈련원로,6,은행나무,127.0024866,37.5619855,2
5644,중구,8,19,2,봉래빌딩,2,2,73,8,20,9,8,공원녹지과,2-칠패길-가-0073,1,칠패길,3,은행나무,126.9728421,37.5596264,2
5645,중구,8,13,2,명보극장,2,1,92,8,28,6,7,공원녹지과,2-마른내길-가-0092,1,마른내길,6,은행나무,126.994454,37.5643852,2
5646,중구,8,10,1,중구자원재활용처리장,2,2,92,8,38,12,10,공원녹지과,2-청파로-가-0115,1,청파로,9,은행나무,126.9677382,37.5613208,2
5647,중구,8,14,2,장충체육관,2,2,159,8,24,9,7,공원녹지과,2-동호로-가-0159,1,동호로,6,은행나무,127.0089176,37.5569527,2
5648,중구,8,19,2,훼미리마트,2,1,93,8,32,6,10,공원녹지과,2-금호동길-가-0093,2,금호동길,9,은행나무,127.0119043,37.5609309,2
5649,중구,8,22,2,체육박물관,2,2,234,8,28,9,14,공원녹지과,2-을지로-가-0234,1,을지로,6,은행나무,126.9800019,37.5668588,2
5650,중구,8,6,1,중림정육점,2,1,97,8,23,12,6,공원녹지과,2-청파로-가-0120,1,청파로,6,은행나무,126.9684972,37.559365,2
5651,중구,4,10,2,양동지구 삼성타워펠리스,2,2,36,8,25,9,5,공원녹지과,2-후암동길-가-0036,1,후암동길,6,소나무,126.9760299,37.5534582,0.00E+00
5652,중구,8,8,1,신한은행,2,2,196,8,22,12,8,공원녹지과,2-청계천로-가-0196,1,청계천로,6,은행나무,126.9811833,37.5686585,2
5653,중구,8,15,3,서울특별시별관,2,2,282,8,18,3,14,공원녹지과,2-덕수궁길-가-0278,1,덕수궁길,3,느티나무,126.9757659,37.5648427,2
5654,중구,8,17,1,한화빌딩,2,2,3,8,25,12,8,공원녹지과,2-을지로-가-0510,1,태평로1가로,6,은행나무,126.9858372,37.5665194,2
5655,중구,8,17,1,한국은행,2,2,333,8,32,12,9,공원녹지과,2-남대문로-가-0315,1,남대문로,9,은행나무,126.9789547,37.5613319,2
5656,중구,8,21,1,태평로빌딩,2,2,311,8,30,12,10,공원녹지과,2-태평로-가-0316,1,태평로,6,은행나무,126.9764817,37.5635003,2
5657,중구,8,20,2,태평빌딩,2,2,34,8,18,12,10,공원녹지과,2-태평로-가-0034,1,태평로,3,은행나무,126.9765527,37.5623319,2
5658,중구,8,13,1,쁘렝땅,2,2,125,8,24,12,7,공원녹지과,2-청계천로-가-0125,1,청계천로,6,은행나무,126.9871054,37.5678905,2
5659,중구,8,18,1,다등빌딩,2,2,198,8,29,12,8,공원녹지과,2-남대문로-가-0204,1,남대문로,6,은행나무,126.9825116,37.5682668,2
5660,중구,8,6,2,서울역,2,2,167,8,16,12,4,공원녹지과,2-의주로-가-0167,2,의주로,3,은행나무,126.9717712,37.557825,2
5661,중구,8,7,2,신흥빌딩,2,2,60,6,7,12,3,공원녹지과,2-청파로-가-0083,1,청파로,3,은행나무,126.9684646,37.5599639,2
